SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*CCOCCOCCOC(=O)CSC(=O)Nc1ccc(C)c(NC(=O)SCC(=O)O*)c1,,,4.461
*CCCCc1nc2cc3[CH3]c(*)nc3cc2[CH3]1,,,4.4637
*C(=O)NCCCCCCNC(=O)C1=COC=C(*)O1,,,4.4645
*Cc1cccc(*)c1O,,,4.4656
*CC(=O)OC(=O)c1ccc(O*)cc1Br,,,4.4665
*C(=O)C(F)(F)C(=O)C(*)(F)F,-5.77,3.1408,4.4683
*CCN(*)C(=O)c1cc(F)ccc1F,,,4.4693
*CC(=O)c1ccc(C(*)=O)cc1,-6.34,2.9172,4.4703
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,,,4.4708
*Oc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,,,4.4722
*c1ccc(NC(F)(F)C(*)(F)F)cc1,-5.86,4.1626,4.4728
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,,,4.473
*CC(=O)Nc1ccc(*)s1,-6.01,3.9328,4.4758
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc(*)n2)c1,,,4.479
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)OC1CCCCC1,,,4.479
*Oc1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc(*)cc2)cc1,,,4.4794
*Oc1ccc(C(=O)c2ccc(OC(=O)OC3C(C)(C)C(OC(*)=O)C3(C)C)cc2)cc1,,,4.4802
*CC(=O)OC(=O)c1cccc(O*)c1,,,4.4815
*c1nc(C)nc(N(*)c2ccccc2)n1,,,4.4826
*CCCC1CCN(SC(=O)OCCCCCCOC(=O)SN2CCC(*)CC2)CC1,,,4.484
*CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc(*)o4)o3)o2)o1,,,4.4843
*OC(=O)c1ccc(CCc2ccc(C(*)=O)cc2)cc1,,,4.4852
*CC(*)c1ccc(C)c(C)c1,,,4.4861
*CNc1ccc(O*)s1,-5.74,3.6125,4.4862
*CC(*)c1c(F)c(F)c(P(=O)(O)O)c(F)c1F,,,4.4874
*CCOC(=O)c1ccc(O*)c(C)c1,,,4.4876
*Oc1ccc(Oc2cccc(*)n2)c(C)c1,,,4.4881
*CCOC(=O)c1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,4.4904
*CC(=O)OC(=O)COc1ccc(O*)cc1,,,4.4922
*Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,,,4.4922
*C=Nc1cc(NC(=O)NCCNCCNO*)ccc1C,,,4.4938
*CCCCCNC(=S)N*,,4.3365,4.4944
*CCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O*,,,4.4951
*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,,,4.498
*CCN(*)C(=O)c1c(F)cccc1F,,,4.4989
*Nc1nc(*)nc(Cl)n1,,,4.4996
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,-5.89,4.7894,4.5008
*Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc(*)c2)c1,,,4.5011
*CNOc1ccc(*)s1,-5.66,4.0591,4.5017
*CCC(=O)c1ccc(*)cc1,-6.05,3.6964,4.5077
*CC(*)c1cc(Br)ccc1OCCCC,,,4.5078
*Nc1ccc(NC(=O)CCCCCCCC(*)=O)cc1,,,4.5152
*CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)c(C)c2)cc1C,,,4.5157
*CCC(=O)OC(=O)CCc1ccc(*)o1,,,4.5192
*Cc1ccc(C(=O)O*)s1,-6.07,3.78,4.5212
*Nc1ccc(NC(=O)CCCCC(*)=O)cc1,,,4.5219
*Nc1ccc(NC(=O)CCCCCC(*)=O)cc1,,,4.5224
*Oc1ccc(C(*)=O)cc1,,,4.5225
*Oc1c(C)cc(*)cc1C,,,4.5265
*C(=O)NCCCCCCNC(=O)c1ccncc1*,,,4.5298
*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)nc1,,,4.5311
*Oc1cccc(Oc2cccc(*)n2)c1,,,4.536
*Nc1ccc(NC(=O)CCCCCCCCC(*)=O)cc1,,,4.5375
*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,,,4.5384
*NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC(*)=O)c1,,,4.5398
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(*)cc2)cc1,,,4.5398
*c1cc(OC)c(*)cc1OC,,,4.5409
*c1ccc(Oc2ccc(Oc3ccc(-n4c(O)c5c(c4O)-c4c(c(O)n(*)c4O)CC5)cc3)cc2)cc1,,,4.5419
*CCOC(=O)c1ccc(O*)cc1C,,,4.5424
*CC1CCC(COC(=O)c2ccc(NC(=O)O*)cc2)CC1,,,4.5441
*OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,,,4.5449
*CC(*)c1cccc2c1OCO2,,,4.5452
*OC(=O)c1ccc(CCCc2ccc(C(*)=O)cc2)cc1,,,4.5456
*Cc1cc(C23CC4CC(CC(C4)C2)C3)cc(CN(*)C)c1O,,,4.5466
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C2CCCCC2)cc1,,,4.5492
*c1ccc(*)c(N(C)C)c1,,,4.5555
*CC(O)CN(*)c1cc(C)cc(C)c1,,,4.5575
*C=CC1CC(*)c2c1c(O)n(-c1ccccc1C)c2O,,,4.5629
*CC(*)C(=O)Nc1ccccc1Cl,,4.2427,4.5631
*N[CH3]([CH3])Nc1cccc(*)n1,,,4.5634
*Oc1ccc(Sc2ccc(*)cc2)cc1,,,4.5667
*OC(=O)CCSCc1ccc(CSCCC(*)=O)cc1,,,4.567
*CCc1cnc(*)cn1,,,4.5671
*Cc1ccc(Oc2ccc(*)s2)cc1,-6.08,4.0475,4.5691
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,4.5699
*CC(*)C(=O)OCCCCSC,,5.1007,4.571
*OC(=O)c1ccc(C(*)=O)cc1,-6.57,3.1295,4.5736
*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,,,4.574
*CCSSSSCCO*,,,4.5753
*CC(*)C(=O)OCCCSCC,,5.1212,4.5768
*Oc1ccc(C(*)=O)cc1Cl,,,4.5769
*Oc1cc(C)c(*)c(C)c1Br,,,4.5779
*Cc1ccc(Cc2ccc(*)s2)cc1,-5.99,4.0831,4.5782
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,,,4.5782
*C(=O)c1cccc(C(=O)N2COCN2*)c1,,,4.5807
*NNC(=O)C(=O)NNC(=O)CCCCC(*)=O,,,4.5812
*CCCP(CCCNC(=O)C(=O)N*)c1ccccc1,,,4.5841
*CC(COc1c(Cl)cc(Cl)cc1Cl)O*,,,4.5851
*c1ccc(C(F)(F)NC(*)(F)F)s1,-5.66,3.6543,4.586
*CC(=O)Nc1ccc(*)cc1,-6.16,3.7951,4.5889
*CCc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,,,4.5904
*Cc1ccc(COC(=O)c2cccc(C(=O)O*)c2)cc1,,,4.5912
*CCNC(=O)c1cccc(O*)c1,,,4.5918
*CC(*)(C)c1ncncn1,,,4.5942
*CC(*)(C)C(=O)OCCOC(=O)CCn1ccnc1,,,4.5949
*CC(*)c1cc(C)ccc1F,,,4.5949
*NC(=O)Oc1ccc(*)cc1,-6.35,3.4546,4.5955
*CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,,,4.5987
*OC(=O)c1ccc(CCCCCCc2ccc(C(*)=O)cc2)cc1,,,4.5994
*OC(=O)CCSCCC(*)=O,,,4.6003
*CC(=O)NCCCCCCNC(=O)COc1ccc(O*)cc1,,,4.6023
*Cc1ccc(CO*)s1,-5.68,,4.6049
*Oc1ccc(C(=O)CCCCC(=O)c2ccc(OC(*)=O)cc2)cc1,,,4.6051
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3Cc3ccccc32)cc1,,,4.6067
*Oc1ccc(S(=O)(=O)NCCNS(=O)(=O)c2ccc(*)cc2)cc1,,,4.6084
*C(=O)NNC(=O)c1cccc(*)n1,,,4.6124
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,,4.7036,4.6128
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(*)cc2)cc1,,,4.6133
*OC1(C)CC(C)(C)C(C)(N2CCCC(*)C2)C1C,,,4.6138
*Oc1ccccc1CNC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,,,4.6144
*CCOCCOCCOCCOCCOCCOC(=O)c1cccc(C(=O)O*)c1,,,4.6176
*CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,4.6196
*OC(=O)c1cccc(C(*)=O)c1,,,4.6197
*CC(*)c1cc(Br)ccc1OC(C)C,,,4.6199
*Cc1ccc(CN2CCN(*)C(C)C2)cc1,,,4.6219
*CNC(=S)O*,-5.49,4.2201,4.6235
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,,,4.6237
*CCC(=O)OC(=O)CCc1ccc(*)s1,,,4.6241
*CC(=O)Oc1ccc(*)s1,-6.05,4.2025,4.6247
*Cc1ccc(Cc2ccc(*)s2)s1,-5.81,4.1954,4.626
*CCCCOC(=O)SSSSC(=O)O*,,,4.6274
*CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC(*)CC4)cc3)cc2)CC1,,,4.6275
*CC(*)c1c(F)c(F)c(OC)c(F)c1F,,,4.6291
*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,,,4.6292
*Cc1ccc(Oc2ccc(*)s2)s1,-5.92,4.26,4.6308
*OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc(*)cc2)cc1,,,4.631
*CCN(*)C(=O)c1c(F)cc(F)cc1F,,,4.6328
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,,,4.6344
*CCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,,4.6365
*CC(*)C(=O)Oc1ccc(C#N)cc1,,,4.6366
*C=CCCC*,,,4.6373
*C(=O)SSCCCCCCSSC(=O)N1CCN(*)CC1,,,4.64
*CCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,,,4.6415
*CC(*)(F)C(C)=O,,,4.643
*C(=O)NCCCCCCNC(=O)c1ccc(*)o1,,,4.6438
*CCC(=O)Oc1ccc(OC(=O)CCN2CCN(*)C(C)C2)cc1,,,4.6472
*CNCc1ccc(*)s1,-5.61,4.1265,4.6476
*Oc1ccc(C2(c3ccc(Oc4nc(*)nc(OC)n4)cc3)CCCCC2)cc1,,,4.6483
*C1C=CC(*)N1,,,4.6504
*C=CC1CC(*)c2c1c(O)n(CCCCCC)c2O,,,4.6556
*Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC(*)=O)cc2)cc1,,,4.6582
*Oc1ccc([CH3]([CH3])c2ccc(OC(*)=O)cc2)cc1,,,4.6592
*Oc1ccc(Oc2ccc(P(C)(=O)c3ccc(*)cc3)cc2)cc1,,,4.6613
*NC(=O)c1ccc(O*)cc1,-6.24,3.6086,4.6617
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,4.6624
*CCCP(CCCNC(=O)CCCCCCCCC(=O)N*)c1ccccc1,,,4.6632
*ON(C(F)(F)F)C(F)(F)C(F)=C(F)C(*)(F)F,,,4.6645
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)c(C)c2)cc1C,,,4.6661
*NC(CCC(=O)OCc1ccc(F)cc1)C(*)=O,,,4.6669
*CC(CO*)(CSC(C)C)CSC(C)C,,,4.6686
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,,,4.6702
*CCCCCCNC(=O)CCP(=S)(CCC(=O)N*)c1ccccc1,,,4.6741
*OC(=O)CCSCCSCCC(*)=O,,,4.6742
*Cc1ccc(CNC(=O)c2cccc(C(=O)N*)c2)cc1,,,4.6753
*CCOC(=O)c1ccc(O*)cc1Cl,,,4.6773
*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,,,4.6797
*Oc1ccc(Oc2ccc(*)cc2)s1,-6.18,4.0372,4.6798
*NC(CCCNC(=O)c1ccc(Br)cc1)C(*)=O,,,4.6803
*CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc(*)nc4c3)ccc2o1,,,4.6818
*c1ccc(C(C#N)(C#N)C(*)(C#N)C#N)cc1,,,4.6823
*CCOC(=O)c1ccc(C(=O)O*)cc1,-6.18,3.8637,4.6867
*Oc1ccc(P(C)(=O)c2ccc(*)cc2)cc1,,,4.6884
*CCNC(=O)c1cccc(C(=O)N*)c1,,,4.6889
*OC(=O)c1cccc(C(=O)OC2CC3CC(*)CC(C2)O3)c1,,,4.6897
*CCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(O*)cc2)cc1,,,4.6906
*O[CH3](c1ccccc1)(c1ccccc1)c1cccc(*)c1,,,4.6928
*OC(=O)CCSc1ccc(SCCC(*)=O)cc1,,,4.6942
*CCCC(CCNC(=O)c1ccc(C(=O)N*)cc1)C(C)C,,,4.6978
*CCOCCOC(=O)C=CC(=O)O*,,,4.6987
*CCCCCCCCc1nc2cc(-c3ccc4oc(*)nc4c3)ccc2o1,,,4.6999
*Cc1cc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)cc(C(C)(C)C)c1,,,4.7039
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,,,4.7078
*c1ccc(*)c(OC)c1N,,,4.71
*CC(OC(C)=O)C1C(=O)N(c2ccc(C)cc2)C(=O)C1(*)Cl,,,4.7107
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,-5.99,3.9825,4.7168
*CC(CO*)(CSCC)CSCC,,,4.7171
*CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O*)cc1,,,4.7184
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,,,4.7185
*Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC(*)=O)C4(C)C)cc3)CC3CCC2C3)cc1,,,4.7221
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,,,4.7241
*CC(*)(C)C(=O)OCC[CH3](=O)[CH3],,,4.7247
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(O*)c3)cc2)cc1,,,4.725
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2C)c(C)c1,,,4.7259
*OS(=O)(=O)c1cc(C)c(*)c(C)c1,,,4.7278
*c1ccc(C(F)(F)CC(*)(F)F)cc1,-5.8,4.3368,4.7291
*OC(F)(F)COC(=O)c1cccc(C(=O)OCC(*)(F)F)c1,,,4.7299
*C=C(*)OCCCC,,,4.7326
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,,4.2335,4.7326
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,,4.4708,4.734
*c1ccc(NC(F)(F)C(*)(F)F)s1,-5.66,3.3898,4.7359
*CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N*,,,4.7376
*CC(*)OC(=O)c1cccnc1,,,4.7397
*Nc1cc(NC(=O)NCCCCCCNC(*)=O)ccc1C,,,4.7413
*CCCCCCNC(=O)c1c(F)c(F)c(C(=O)N*)c(F)c1F,,,4.7431
*OC(=O)c1ccc(CCCCCc2ccc(C(*)=O)cc2)cc1,,,4.7446
*CCc1ccc(*)c(C#N)c1,,,4.7476
*CCCc1ccc(*)s1,-5.57,4.2755,4.7481
*CNCC(*)=O,-5.59,3.6121,4.7515
*NNC(=O)c1ccc([CH3](c2ccccc2)(c2ccccc2)c2ccc(C(*)=O)cc2)cc1,,,4.754
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,4.7541
*Oc1ccc(Oc2ccc(OC(*)=O)cc2)cc1,,,4.7541
*CC(=O)NCCCCCCNC(=O)Cc1ccc(*)s1,,,4.7548
*NC(CCCNC(=O)c1ccc(F)cc1)C(*)=O,,,4.7549
*C(=O)NCCCCCCCCNC(=O)c1cncc(*)c1,,,4.7551
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC(C)CC(C)(C)C2)cc1,,,4.7559
*Oc1ccc(Cc2ccc(Cc3ccc(OC(*)=O)cc3)cc2)cc1,,,4.7564
*OC(=S)Oc1ccc(*)cc1,-6.18,3.9415,4.7568
*CC(*)c1ccc(Cl)c(C)c1,,,4.762
*NC(C(*)=O)C(Cc1ccccc1)c1c[CH3]cn1,,,4.764
*Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc(*)cc2)cc1,,,4.7683
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,,,4.7687
*CC(C)(C*)CN(C)CC1C2CC3CC(C2)CC1C3,,,4.7692
*CC(=O)C(*)C,,,4.7758
*CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,,4.6809,4.7768
*Oc1c(C(C)C)cc(C(*)=O)cc1C(C)C,,,4.7789
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,,,4.7794
*CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O*)cc2)cc1,,4.3346,4.7807
*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1,,,4.7816
*C(=O)NCCCCCCCCNC(=O)c1ccc(*)nc1,,,4.7836
*Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S*)cc2)cc1,,,4.7843
*CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N*,,,4.7855
*C(=O)NCCCCCCNC(=O)c1cccc(*)n1,,,4.786
*Oc1ccc(Oc2ccc(*)cc2)cc1,,3.6966,4.7875
*OC(=C(C)C)C(C)(C)C(*)=O,,,4.7881
*CC(O)COc1ccc(O*)cc1,,,4.7923
*CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc(*)o2)o1)c1ccco1,,,4.7926
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,-6.01,3.7901,4.7926
*CCCP(CCCNC(=O)N*)c1ccccc1,,,4.7939
*c1ccc(*)c(CCCCCC)n1,,,4.7957
*CC(CO*)(COc1ccccc1)COc1ccccc1,,,4.7985
*C1C=C(CCCCCC)C(*)S1,,,4.7988
*CCN[CH3](C)(C)N*,,,4.8016
*COC(=S)O*,-5.47,3.6556,4.8041
*CCOC(=O)c1ccc(O*)c(Cl)c1,,,4.81
*C=CC1CC(*)C(C(=O)Oc2ccccc2)C1,,,4.8107
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,,,4.8122
*CC1CCCC(CNC(=O)c2cccc(C(=O)N*)c2)C1,,,4.8123
*CCCNC(=O)c1cccc(C(=O)N*)c1,,,4.8185
*CC(C)(C)c1c(*)c(O)n(-c2ccccc2C)c1O,,,4.8214
*CC(CSC(C)C)O*,,,4.8245
*CC(*)C(=O)Oc1cccc(C)c1,,,4.8262
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(Cl)Cl)cc1,,,4.8285
*Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC(*)=O)cc2)cc1,,,4.8294
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,,4.6838,4.8308
*CNOc1ccc(*)cc1,-5.9,4.1647,4.831
*CCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,4.832
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1C,,,4.8377
*CCOC(=O)Nc1ccc(NC(=O)O*)cc1,,,4.8391
*OC(=O)c1ccc(CCCCc2ccc(C(*)=O)cc2)cc1,,,4.8401
*NNC(=O)c1ccc(C(*)=O)cc1,,,4.8451
*c1ccc(Cc2ccc(-n3c(O)c4c(c3O)-c3c(c(O)n(*)c3O)CC4)c(C)c2)cc1C,,,4.8465
*COc1ccc(O*)s1,-5.78,4.3601,4.8466
*CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,,,4.8491
*CCOCCOCCOC(=O)c1ccccc1C(=O)O*,,,4.8493
*NOC(=S)O*,-5.2,3.7133,4.8496
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,,,4.8502
*Oc1c(Br)cc(C2(c3cc(Br)c(OC(*)=O)c(Br)c3)CC3CCC2C3)cc1Br,,,4.8531
*c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC(*)CC5)nc4c3)ccc2o1,,,4.8558
*CC(*)C(=O)NCCO,,5.7124,4.8564
*CC(*)c1ccc(C)cc1C,,,4.8585
*CC(F)(F)C(F)=C(*)Cl,,,4.8591
*CC(*)c1ccc(C)nc1,,,4.8601
*Oc1ccc(CC(*)=O)cc1,-6.21,4.6878,4.8618
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,,,4.8651
*Nc1cccc(NC(=O)CCCCCCC(*)=O)c1,,,4.8656
*Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OCCCCCC)cc1,,,4.8662
*Oc1ccc(NC(=O)OCCOC(=O)Nc2ccc(*)cc2)cc1,,,4.8662
*CCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,4.8667
*CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,4.8693
*CC1(C)CC(CC2(C)CC(N3C(=O)N4C(c5ccc(OC)cc5)N(*)C(=O)N4C3c3ccc(OC)cc3)CC(C)(C)C2)CC(C)(C)C1,,,4.8726
*COc1ccc(O*)cc1,-6.03,4.685,4.8731
*CC1CCC(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)CC1,,5.1615,4.8744
*CCOC(=O)C=CC(=O)O*,,,4.8762
*Cc1ccc(NO*)cc1,-5.9,4.426,4.8775
*C(=O)C(F)(F)NC(*)(F)F,-5.56,5.0875,4.8818
*Oc1ccc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1,,,4.8819
*CCc1ccc(O*)s1,-5.67,4.1608,4.8828
*CC1CC(CNC(=O)c2cccc(C(=O)N*)c2)CC(C(C)(C)C)C1,,,4.8842
*CCCCCCCCCCN=C(C)N*,,,4.8855
*Oc1ccc(P(=O)(c2ccccc2)c2ccc(*)cc2)cc1,,,4.8858
*CCCCCCNC(=O)CCP(=O)(CCC(=O)N*)c1ccccc1,,,4.8862
*CC(=O)C1CCC(*)C1=O,,,4.8874
*c1ccc(C2C(C(=O)OC)C(*)C2C(=O)OC)cc1,,,4.8882
*CC(C)(C)COC(=O)Nc1ccc(NC(=O)O*)cc1,,4.4894,4.8883
*CC(*)n1ccnc1,,,4.8897
*CC(COc1ccc(Cl)cc1)O*,,,4.8901
*CC(C=C)O*,,,4.8923
*CCCN(*)C,,,4.8968
*C(=O)CCP(=O)(CCC(=O)N1CCN(*)CC1)c1ccccc1,,,4.8984
*C(=O)NCCCCCCNC(=O)c1cc(=O)cc(*)[CH3]1,,,4.8984
*OC(CC(*)=O)C1CCC=CO1,,,4.8999
*CCc1ccc(Cc2ccc(CCS*)cc2)cc1,,4.3552,4.9003
*C1C=CC(*)S1,,,4.903
*CC1CCC(CNC(=O)c2cccc(C(=O)N*)c2)CC1,,,4.9032
*OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC(*)=O)cc1,,,4.9033
*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,,,4.9047
*CCc1ccc(*)o1,,,4.9056
*CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,,,4.9082
*CC(*)SCC,,,4.9086
*CC(*)c1cc(C)ccc1C,,,4.9137
*CCc1ccc(O*)cc1,-5.89,4.052,4.9179
*OC(c1ccc(Cl)cc1)C(C)(C)C(*)=O,,,4.9195
*Cc1ccc(C(=O)O*)cc1,-6.22,3.7934,4.9209
*Cc1ccc(CN=C(C)N*)cc1,,,4.9237
*SC1CCCC(*)C1,,5.2199,4.9242
*NC(Cc1ccc(O)cc1)C(*)=O,,,4.9252
*OS(=O)(=O)c1ccc(*)cc1,,,4.9308
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,4.214,4.9311
*NNC(=O)C1CCC(C(=O)NNC(=O)CCCCC(*)=O)CC1,,,4.9352
*N=P(*)(Oc1cccc(Cl)c1)Oc1cccc(Cl)c1,,,4.9374
*CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O*)c1,,,4.938
*C(=O)NCCCCCCNC(=O)c1cncc(*)c1,,,4.9388
*CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O*)c2)CC1,,,4.9396
*CCC(C)=C(*)C,,,4.9429
*Cc1c(O)c(CNC(=O)N*)cc(C(CC)=NO)c1O,,,4.9442
*Oc1c(Cl)cc(NC(=O)NCCCCCCNC(*)=O)cc1Cl,,,4.9474
*CCOCCOCCOC(=O)c1cccc(C(=O)O*)c1,,,4.9478
*Oc1ccc(Cc2ccc(*)cc2)cc1,-6.18,4.3787,4.9481
*O[CH3](C)(C)Oc1ccc(*)cc1,,,4.9485
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,,,4.9504
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1,,,4.9509
*NC(CSSCc1ccccc1)C(*)=O,,,4.9511
*C=CC1CC(*)c2c1c(O)n(-c1cccc(C)c1)c2O,,,4.9512
*Oc1ccc(CC(C#N)(C#N)Cc2ccc(*)cc2)cc1,,,4.9531
*C(=O)C(F)(F)CC(*)(F)F,-5.48,4.9978,4.9534
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,,,4.9536
*CCc1c(C)c(C)c(*)c(C)c1C,,,4.9544
*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O,,,4.9567
*CC(C)(C)COC(=O)C(=O)O*,,,4.957
*Cc1ccc(CO*)cc1,-5.89,4.8019,4.9575
*CNCc1ccc(*)cc1,-5.84,4.4323,4.958
*OC(F)(F)c1ccc(C(*)(F)F)s1,-5.68,3.9843,4.9584
*CC(C)(C)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,,,4.9585
*CCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,,,4.9596
*CC#CC#CCOC(=O)NCCCCCCNC(=O)O*,,,4.9601
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCCC2)cc1,,,4.9619
*C=CC(C*)C(C)CC,,,4.9643
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,,4.8032,4.9663
*CCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,,4.9708
*CCCCCNC(=O)c1cccc(C(=O)N*)c1,,,4.9725
*CCS(=O)(=O)CCN1CCN(*)CC1,,,4.9753
*CCOC(=O)c1cccc(C(=O)O*)c1,,,4.9772
*CC(CO*)(CSC)CSC,,,4.984
